customer_ID,contract_type,paperless_billing,payment_method,high_value_customer_flag
4472-LVYGI,Two year,Yes,Bank transfer (automatic),Medium
8372-JUXUI,Month-to-month,Yes,Electronic check,Medium
3552-CTCYF,Two year,Yes,Bank transfer (automatic),High
6778-YSNIH,Month-to-month,Yes,Electronic check,Medium
0388-EOPEX,Month-to-month,Yes,Electronic check,Medium
5756-OZRIO,One year,No,Bank transfer (automatic),Medium
6579-JPICP,Month-to-month,No,Mailed check,Low
8205-OTCHB,One year,Yes,Bank transfer (automatic),Medium
4134-BSXLX,Month-to-month,No,Mailed check,Medium
0505-SPOOW,Two year,No,Bank transfer (automatic),Low
6235-VDHOM,Month-to-month,No,Electronic check,Low
7783-YKGDV,Month-to-month,Yes,Bank transfer (automatic),High
4374-YMUSQ,One year,No,Credit card (automatic),High
4513-CXYIX,Two year,Yes,Credit card (automatic),High
3957-HHLMR,One year,No,Bank transfer (automatic),Medium
7803-XOCCZ,Month-to-month,Yes,Bank transfer (automatic),High
5736-YEJAX,Two year,Yes,Credit card (automatic),Medium
5609-CEBID,Month-to-month,Yes,Electronic check,High
8981-FJGLA,Month-to-month,Yes,Mailed check,Medium
7218-HKQFK,Month-to-month,Yes,Electronic check,High
4636-QRJKY,Month-to-month,Yes,Electronic check,High
1135-LMECX,Month-to-month,No,Mailed check,Low
4332-MUOEZ,One year,No,Credit card (automatic),High
8535-SFUTN,Month-to-month,Yes,Electronic check,High
5956-VKDTT,Month-to-month,Yes,Electronic check,Medium
8677-HDZEE,Month-to-month,Yes,Bank transfer (automatic),High
2475-MROZF,Month-to-month,Yes,Credit card (automatic),High
9412-GHEEC,Month-to-month,No,Bank transfer (automatic),High
3482-ABPKK,One year,No,Mailed check,Medium
6705-LXORM,Month-to-month,No,Electronic check,Medium
0257-ZESQC,Month-to-month,Yes,Bank transfer (automatic),Medium
7531-GQHME,Month-to-month,No,Credit card (automatic),Low
5174-ITUMV,One year,Yes,Electronic check,High
4109-CYRBD,Month-to-month,Yes,Electronic check,Medium
0913-XWSCN,Month-to-month,No,Bank transfer (automatic),High
6825-UYPFK,Month-to-month,No,Bank transfer (automatic),Medium
8397-MVTAZ,Month-to-month,Yes,Electronic check,High
0750-EBAIU,One year,No,Electronic check,High
8606-CIQUL,Two year,Yes,Credit card (automatic),High
3571-DPYUH,One year,Yes,Credit card (automatic),High
7601-GNDYK,Two year,No,Mailed check,Low
0356-OBMAC,Two year,Yes,Bank transfer (automatic),High
8067-NIOYM,Two year,Yes,Credit card (automatic),Low
1403-GYAFU,Two year,No,Credit card (automatic),Low
4234-XTNEA,Month-to-month,Yes,Electronic check,Medium
1297-VQDRP,One year,Yes,Credit card (automatic),High
9282-IZGQK,Month-to-month,Yes,Electronic check,High
5348-CAGXB,Month-to-month,Yes,Electronic check,High
0621-HJWXJ,Month-to-month,Yes,Bank transfer (automatic),High
5844-QVTAT,One year,Yes,Mailed check,Medium
8905-IAZPF,One year,Yes,Credit card (automatic),High
5394-MEITZ,Two year,Yes,Bank transfer (automatic),High
6859-QNXIQ,Two year,Yes,Bank transfer (automatic),High
2782-LFZVW,Month-to-month,Yes,Mailed check,Medium
2866-IKBTM,Month-to-month,No,Mailed check,Low
1342-JPNKI,Month-to-month,Yes,Bank transfer (automatic),High
2817-NTQDO,Month-to-month,Yes,Credit card (automatic),Medium
7129-AZJDE,One year,Yes,Bank transfer (automatic),Medium
6986-IJDHX,Month-to-month,Yes,Mailed check,High
2560-PPCHE,One year,Yes,Bank transfer (automatic),High
4676-MQUEA,One year,Yes,Bank transfer (automatic),High
8138-EALND,Month-to-month,No,Mailed check,Low
3580-HYCSP,Two year,Yes,Bank transfer (automatic),High
1352-HNSAW,Two year,Yes,Bank transfer (automatic),High
2075-PUEPR,Two year,No,Bank transfer (automatic),Low
1982-FEBTD,Two year,Yes,Credit card (automatic),Low
5301-GAUUY,Month-to-month,Yes,Bank transfer (automatic),High
5791-KAJFD,One year,Yes,Bank transfer (automatic),Medium
2654-VBVPB,Month-to-month,No,Bank transfer (automatic),Low
1154-HYWWO,One year,No,Mailed check,Medium
2501-XWWTZ,Month-to-month,No,Electronic check,Medium
3716-UVSPD,Month-to-month,Yes,Electronic check,Medium
6815-ABQFQ,One year,Yes,Electronic check,High
7343-EOBEU,Month-to-month,Yes,Mailed check,Low
3701-SFMUH,Month-to-month,No,Credit card (automatic),Medium
6103-LIANB,Two year,Yes,Credit card (automatic),High
7319-VENRZ,Month-to-month,No,Bank transfer (automatic),Medium
5846-NEQVZ,Two year,Yes,Credit card (automatic),Medium
6967-QIQRV,One year,No,Electronic check,High
5781-RFZRP,Two year,No,Credit card (automatic),Medium
0939-YAPAF,Month-to-month,Yes,Electronic check,High
0308-IVGOK,One year,Yes,Credit card (automatic),Medium
7293-LSCDV,Two year,Yes,Credit card (automatic),Low
7025-WCBNE,Two year,No,Bank transfer (automatic),Medium
5756-JYOJT,One year,No,Credit card (automatic),Medium
4710-FDUIZ,One year,No,Credit card (automatic),High
6030-REHUX,Month-to-month,Yes,Electronic check,High
9548-LIGTA,Two year,Yes,Mailed check,High
5150-LJNSR,One year,No,Bank transfer (automatic),High
8270-RKSAP,Month-to-month,Yes,Electronic check,Medium
6522-YRBXD,Month-to-month,Yes,Electronic check,High
2640-LYMOV,Month-to-month,Yes,Mailed check,Low
1218-VKFPE,Month-to-month,No,Mailed check,Low
3627-FHKBK,Month-to-month,No,Mailed check,Medium
2865-TCHJW,Month-to-month,Yes,Electronic check,High
1423-BMPBQ,Month-to-month,Yes,Mailed check,Low
2393-DIVAI,Month-to-month,Yes,Mailed check,Low
5192-EBGOV,Month-to-month,Yes,Electronic check,High
4568-KNYWR,Two year,Yes,Credit card (automatic),Medium
8752-IMQOS,One year,No,Mailed check,Low
0742-LAFQK,Two year,Yes,Electronic check,High
0795-LAFGP,Two year,No,Electronic check,High
0619-OLYUR,Two year,Yes,Credit card (automatic),High
5512-IDZEI,One year,No,Electronic check,Low
0459-SPZHJ,Two year,No,Credit card (automatic),High
0215-BQKGS,Month-to-month,Yes,Credit card (automatic),High
9244-ZVAPM,Month-to-month,No,Mailed check,Medium
0719-SYFRB,Month-to-month,Yes,Mailed check,Medium
8208-EUMTE,Two year,No,Mailed check,Medium
5172-MIGPM,Month-to-month,No,Mailed check,Medium
1710-RCXUS,One year,Yes,Credit card (automatic),High
0374-FIUCA,Two year,Yes,Credit card (automatic),Low
5839-SUYVZ,Month-to-month,Yes,Credit card (automatic),Medium
5173-ZXXXL,One year,No,Mailed check,Low
1096-ADRUX,One year,Yes,Bank transfer (automatic),Medium
2001-MCUUW,Two year,No,Electronic check,High
2731-GJRDG,One year,Yes,Bank transfer (automatic),High
4723-BEGSG,Two year,No,Credit card (automatic),High
6516-NKQBO,Two year,No,Credit card (automatic),High
8672-OAUPW,One year,No,Credit card (automatic),Medium
8207-DMRVL,Two year,No,Bank transfer (automatic),High
3419-SNJJD,Month-to-month,No,Bank transfer (automatic),High
6543-CPZMK,Month-to-month,Yes,Electronic check,Low
4765-OXPPD,Month-to-month,No,Mailed check,Medium
2804-ETQDK,Two year,No,Mailed check,Low
6689-VRRTK,One year,Yes,Credit card (automatic),High
7138-GIRSH,Two year,No,Bank transfer (automatic),Medium
9396-ZSFLL,Month-to-month,No,Mailed check,Medium
6464-KEXXH,Month-to-month,Yes,Credit card (automatic),Low
7134-MJPDY,One year,Yes,Credit card (automatic),High
5240-CAOYT,Month-to-month,Yes,Bank transfer (automatic),High
4059-IIEBK,Month-to-month,Yes,Bank transfer (automatic),Medium
4881-JVQOD,Month-to-month,Yes,Bank transfer (automatic),Low
0516-UXRMT,One year,Yes,Electronic check,High
4851-BQDNX,One year,Yes,Electronic check,High
5148-HKFIR,Two year,No,Mailed check,Low
1009-IRMNA,Month-to-month,No,Bank transfer (automatic),Low
3003-CMDUU,Month-to-month,Yes,Electronic check,High
5016-IBERQ,Month-to-month,No,Electronic check,High
6797-UCJHZ,One year,No,Credit card (automatic),High
2469-DTSGX,Two year,No,Electronic check,High
4554-YGZIH,Month-to-month,No,Credit card (automatic),High
5099-BAILX,Month-to-month,Yes,Bank transfer (automatic),High
9931-KGHOA,Month-to-month,No,Bank transfer (automatic),Medium
1775-KWJKQ,Two year,No,Credit card (automatic),High
7665-VIGUD,One year,No,Mailed check,Low
9411-TPQQV,One year,Yes,Bank transfer (automatic),Medium
7207-RMRDB,Month-to-month,Yes,Electronic check,High
7954-MLBUN,Two year,No,Bank transfer (automatic),High
2077-DDHJK,Two year,No,Credit card (automatic),Medium
4913-EHYUI,One year,Yes,Bank transfer (automatic),High
0195-IESCP,Month-to-month,Yes,Electronic check,High
9574-BOSMD,Two year,No,Bank transfer (automatic),Low
4580-TMHJU,Month-to-month,No,Electronic check,Medium
0970-ETWGE,Month-to-month,Yes,Electronic check,High
4908-XAXAY,One year,Yes,Bank transfer (automatic),High
8404-VLQFB,Month-to-month,Yes,Electronic check,Low
1626-ERCMM,Month-to-month,Yes,Electronic check,High
0887-HJGAR,Month-to-month,Yes,Mailed check,Medium
2391-IPLOP,One year,Yes,Electronic check,Medium
5644-PDMZC,Month-to-month,No,Electronic check,High
3509-GWQGF,Month-to-month,No,Credit card (automatic),Medium
9576-ANLXO,Month-to-month,Yes,Bank transfer (automatic),Medium
2024-BASKD,Month-to-month,Yes,Mailed check,Medium
5845-BZZIB,Two year,No,Mailed check,Low
1140-UKVZG,Month-to-month,No,Mailed check,Low
4160-AMJTL,Month-to-month,No,Electronic check,Low
5183-SNMJQ,Month-to-month,Yes,Credit card (automatic),High
8100-PNJMH,Two year,Yes,Credit card (automatic),High
7838-LAZFO,One year,No,Bank transfer (automatic),Medium
4464-JCOLN,One year,No,Mailed check,Low
2085-JVGAD,Month-to-month,No,Bank transfer (automatic),Low
5650-VDUDS,Month-to-month,Yes,Mailed check,Low
8095-WANWK,Month-to-month,No,Mailed check,Medium
3030-ZKIWL,Month-to-month,No,Mailed check,Low
9565-FLVCG,Two year,Yes,Mailed check,Medium
8755-OGKNA,Two year,No,Bank transfer (automatic),Low
2800-VEQXM,Month-to-month,Yes,Mailed check,Medium
7538-GWHML,Month-to-month,No,Electronic check,Medium
5533-RJFTJ,Month-to-month,Yes,Bank transfer (automatic),Low
3859-CVCET,Month-to-month,No,Mailed check,Medium
0214-JHPFW,Two year,No,Bank transfer (automatic),Medium
5642-MHDQT,One year,Yes,Bank transfer (automatic),Low
3088-FVYWK,Two year,No,Credit card (automatic),Low
3276-HDUEG,Month-to-month,Yes,Mailed check,Medium
9092-GDZKO,Month-to-month,Yes,Credit card (automatic),Low
0823-HSCDJ,Month-to-month,Yes,Electronic check,Medium
3729-OWRVL,Two year,Yes,Electronic check,High
2324-AALNO,One year,No,Bank transfer (automatic),Low
0822-GAVAP,Month-to-month,Yes,Electronic check,Low
5760-IFJOZ,Month-to-month,No,Mailed check,High
2826-UWHIS,Month-to-month,No,Bank transfer (automatic),High
1448-PWKYE,Month-to-month,No,Electronic check,Medium
7501-IWUNG,Two year,Yes,Bank transfer (automatic),Medium
4957-TREIR,Month-to-month,Yes,Credit card (automatic),Medium
7251-LJBQN,One year,Yes,Credit card (automatic),High
8040-MNRTF,Month-to-month,No,Mailed check,Medium
1536-HBSWP,Month-to-month,Yes,Electronic check,Medium
5313-FPXWG,One year,Yes,Bank transfer (automatic),Low
0067-DKWBL,Month-to-month,Yes,Electronic check,Medium
0946-FKYTX,One year,No,Mailed check,Low
5076-YVXCM,Month-to-month,No,Bank transfer (automatic),High
8262-COGGB,Month-to-month,Yes,Mailed check,Low
6663-JOCQO,One year,Yes,Bank transfer (automatic),Medium
9620-QJREV,One year,No,Credit card (automatic),Low
2276-YDAVZ,Month-to-month,Yes,Credit card (automatic),Medium
2682-KEVRP,One year,Yes,Mailed check,Low
2480-JZOSN,Month-to-month,Yes,Mailed check,Low
0078-XZMHT,Two year,Yes,Bank transfer (automatic),High
5896-NPFWW,Month-to-month,Yes,Electronic check,Medium
9978-HYCIN,One year,Yes,Bank transfer (automatic),High
8338-QIUNR,Two year,Yes,Credit card (automatic),Medium
1525-LNLOJ,Two year,Yes,Bank transfer (automatic),Medium
9450-TRJUU,Month-to-month,No,Electronic check,High
1766-GKNMI,Month-to-month,Yes,Electronic check,High
6942-LBFDP,Month-to-month,Yes,Mailed check,Low
1456-TWCGB,Month-to-month,No,Mailed check,Medium
7133-VBDCG,Month-to-month,Yes,Bank transfer (automatic),Medium
7596-ZYWBB,Two year,Yes,Mailed check,Medium
8329-UTMVM,One year,Yes,Bank transfer (automatic),High
3014-WJKSM,Month-to-month,Yes,Credit card (automatic),Medium
3347-YJZZE,Month-to-month,No,Credit card (automatic),High
1029-QFBEN,Month-to-month,No,Mailed check,Low
7929-DMBCV,Month-to-month,Yes,Mailed check,High
9661-JALZV,Two year,Yes,Credit card (automatic),Low
5433-KYGHE,Month-to-month,Yes,Mailed check,High
4312-KFRXN,Two year,No,Mailed check,Low
5575-TPIZQ,Month-to-month,Yes,Credit card (automatic),High
0114-IGABW,Two year,No,Bank transfer (automatic),Medium
9944-AEXBM,Month-to-month,Yes,Bank transfer (automatic),High
1853-ARAAQ,Month-to-month,Yes,Credit card (automatic),Medium
6952-OMNWB,Month-to-month,Yes,Credit card (automatic),High
4697-LUPSU,One year,No,Mailed check,Low
8434-VGEQQ,Two year,No,Credit card (automatic),Low
4952-YSOGZ,Month-to-month,Yes,Electronic check,High
1589-AGTLK,Month-to-month,Yes,Electronic check,Medium
5244-IRFIH,Month-to-month,Yes,Electronic check,High
6549-YMFAW,Month-to-month,Yes,Mailed check,Low
4950-HKQTE,Two year,No,Mailed check,Low
6786-OBWQR,Month-to-month,Yes,Electronic check,High
2684-EIWEO,Month-to-month,No,Credit card (automatic),High
2753-JMMCV,Two year,Yes,Credit card (automatic),Medium
6439-GTPCA,Month-to-month,Yes,Electronic check,High
6621-YOBKI,Month-to-month,No,Mailed check,Low
1216-JWVUX,Month-to-month,Yes,Electronic check,Medium
7564-GHCVB,Two year,No,Bank transfer (automatic),Medium
1173-NOEYG,Month-to-month,No,Bank transfer (automatic),High
7595-EHCDL,Month-to-month,No,Credit card (automatic),Medium
6647-ZEDXT,One year,No,Credit card (automatic),High
2521-NPUZR,Two year,No,Credit card (automatic),High
1307-TVUFB,Month-to-month,Yes,Bank transfer (automatic),Medium
7503-MIOGA,Two year,Yes,Bank transfer (automatic),High
4381-MHQDC,Two year,Yes,Mailed check,Medium
6923-JHPMP,Month-to-month,Yes,Electronic check,High
5138-WVKYJ,Month-to-month,No,Electronic check,High
4018-PPNDW,Two year,Yes,Mailed check,Low
1635-FJFCC,Month-to-month,Yes,Credit card (automatic),Medium
2499-AJYUA,Two year,Yes,Credit card (automatic),High
6919-ELBGL,Two year,Yes,Bank transfer (automatic),High
3966-HRMZA,Month-to-month,No,Mailed check,Medium
6425-JWTDV,Two year,No,Mailed check,Low
8405-IGQFX,One year,Yes,Credit card (automatic),High
8224-IVVPA,Month-to-month,Yes,Mailed check,Medium
9477-LGWQI,Two year,Yes,Credit card (automatic),High
1410-RSCMR,Month-to-month,Yes,Credit card (automatic),Medium
3115-CZMZD,Two year,No,Mailed check,Low
0139-IVFJG,Month-to-month,No,Electronic check,High
6683-VLCTZ,Month-to-month,Yes,Electronic check,High
5730-DBDSI,Two year,No,Bank transfer (automatic),Low
0030-FNXPP,Month-to-month,No,Mailed check,Low
2189-WWOEW,Month-to-month,Yes,Bank transfer (automatic),High
5684-FJVYR,Two year,Yes,Bank transfer (automatic),High
4013-GUXND,Month-to-month,No,Mailed check,Low
1894-IGFSG,Month-to-month,No,Electronic check,High
7379-POKDZ,Month-to-month,Yes,Electronic check,Medium
1266-NZYUI,Two year,No,Bank transfer (automatic),Medium
7969-FFOWG,Two year,No,Mailed check,Low
4718-DHSMV,Month-to-month,Yes,Mailed check,Low
5175-WLYXL,Month-to-month,Yes,Mailed check,Medium
7817-OMJNA,One year,No,Bank transfer (automatic),Low
8728-SKJLR,Month-to-month,Yes,Electronic check,Medium
3137-NYQQI,One year,No,Mailed check,Medium
7706-DZNKK,Month-to-month,Yes,Credit card (automatic),Low
0236-HFWSV,Month-to-month,Yes,Electronic check,High
3900-AQPHZ,Month-to-month,No,Mailed check,Low
5842-POCOP,Month-to-month,Yes,Mailed check,High
2037-XJFUP,One year,Yes,Electronic check,High
8823-RLPWL,Two year,Yes,Credit card (automatic),High
9505-SQFSW,Month-to-month,No,Mailed check,Medium
7314-OXENN,Month-to-month,Yes,Electronic check,High
3758-CKOQL,One year,Yes,Credit card (automatic),High
0322-CHQRU,Month-to-month,No,Electronic check,Medium
5676-CFLYY,Two year,Yes,Credit card (automatic),Medium
7521-AFHAB,Month-to-month,No,Mailed check,Medium
0285-INHLN,Month-to-month,Yes,Credit card (automatic),Medium
4678-DVQEO,Month-to-month,Yes,Electronic check,Medium
5125-CNDSP,One year,Yes,Bank transfer (automatic),Medium
0691-IFBQW,One year,Yes,Electronic check,High
4992-LTJNE,Two year,No,Bank transfer (automatic),Medium
2202-OUTMO,Month-to-month,Yes,Bank transfer (automatic),Medium
0810-BDHAW,One year,No,Electronic check,Medium
0229-LFJAF,Two year,No,Bank transfer (automatic),Medium
7131-ZQZNK,Two year,No,Credit card (automatic),Medium
3442-ZHHCC,One year,Yes,Credit card (automatic),Medium
5726-CVNYA,Two year,Yes,Mailed check,Low
9871-ELEYA,Two year,No,Credit card (automatic),Medium
4257-GAESD,Month-to-month,No,Credit card (automatic),Medium
5173-WXOQV,Month-to-month,Yes,Mailed check,Medium
2040-OBMLJ,One year,No,Credit card (automatic),High
6286-ZHAOK,Month-to-month,Yes,Bank transfer (automatic),Low
3807-XHCJH,Month-to-month,No,Electronic check,Low
3009-JWMPU,One year,Yes,Electronic check,High
5671-RQRLP,Two year,Yes,Credit card (automatic),Medium
1450-GALXR,Month-to-month,Yes,Electronic check,High
8859-AXJZP,Two year,Yes,Mailed check,Low
3174-AKMAS,Two year,Yes,Credit card (automatic),Medium
3138-BKYAV,Month-to-month,Yes,Electronic check,High
9926-PJHDQ,Two year,Yes,Bank transfer (automatic),Medium
7382-DFJTU,Month-to-month,No,Credit card (automatic),Medium
2798-NYLMZ,Two year,Yes,Credit card (automatic),High
4289-DTDKW,Month-to-month,Yes,Electronic check,High
1820-TQVEV,Month-to-month,Yes,Electronic check,Medium
2239-JALAW,One year,Yes,Bank transfer (automatic),High
4853-RULSV,Two year,Yes,Credit card (automatic),High
8098-TDCBU,Two year,No,Electronic check,Low
3551-GAEGL,One year,No,Bank transfer (automatic),Low
4785-NKHCX,Month-to-month,No,Bank transfer (automatic),Low
3196-NVXLZ,Month-to-month,Yes,Mailed check,High
6275-YDUVO,Month-to-month,Yes,Mailed check,High
0036-IHMOT,One year,Yes,Bank transfer (automatic),High
0115-TFERT,Month-to-month,Yes,Electronic check,High
4178-EGMON,Two year,Yes,Credit card (automatic),High
4220-TINQT,Month-to-month,Yes,Electronic check,High
5318-YKDPV,Two year,Yes,Credit card (automatic),Medium
7975-TZMLR,One year,Yes,Electronic check,High
0295-QVKPB,Month-to-month,Yes,Credit card (automatic),Medium
4335-BSMJS,Two year,Yes,Credit card (automatic),Low
2311-QYMUQ,Month-to-month,Yes,Credit card (automatic),High
3643-AHCFP,Month-to-month,Yes,Bank transfer (automatic),High
9146-JRIOX,Month-to-month,No,Mailed check,Low
3104-OWCGK,One year,No,Electronic check,High
5337-IIWKZ,Month-to-month,Yes,Electronic check,Medium
9101-BWFSS,One year,No,Electronic check,High
9650-VBUOG,Two year,No,Credit card (automatic),Low
3487-EARAT,One year,No,Credit card (automatic),Medium
2672-TGEFF,Month-to-month,Yes,Electronic check,High
9231-ZJYAM,Month-to-month,Yes,Electronic check,Medium
4250-WAROZ,Month-to-month,Yes,Electronic check,High
8184-WMOFI,One year,No,Credit card (automatic),Medium
6982-SSHFK,Month-to-month,No,Mailed check,Medium
6092-QZVPP,Month-to-month,Yes,Credit card (automatic),Medium
4625-LAMOB,Two year,No,Credit card (automatic),Low
0727-BMPLR,One year,Yes,Electronic check,High
0392-BZIUW,Two year,Yes,Credit card (automatic),High
1038-ZAGBI,One year,No,Bank transfer (automatic),Low
6549-NNDYT,Month-to-month,Yes,Bank transfer (automatic),Low
